Unnamed: 0,property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
690,flat,hero homes,sector 104,1.2,17544.0,2,2,2,22.0,Under Construction,877.0,0,0,0,0,0,0,30
691,flat,capital residences 360,sector 70a,1.55,7844.0,3,3,3,8.0,Relatively New,1600.0,1,1,0,1,1,0,42
692,flat,paras dews,sector 106,1.15,6053.0,3,4,3,5.0,Relatively New,1305.0,1,1,0,0,0,0,49
693,flat,smart world orchard,sector 61,1.57,13652.0,2,2,2,3.0,New Property,1150.0,1,0,0,0,1,0,71
694,flat,ansal api esencia,sector 67,1.0,6435.0,3,3,3+,2.0,Moderately Old,1406.0,0,0,0,0,0,0,9
695,flat,the nav manesar apartment,sector 1,0.85,3953.0,3,3,3+,5.0,Moderately Old,1946.0,0,1,0,0,0,0,5
696,flat,ireo skyon,sector 60,3.6,12816.0,4,5,3,24.0,Relatively New,2604.0,0,1,0,0,0,2,49
698,house,independent,sector 3,1.5,10288.0,3,3,0,2.0,Old Property,210.0,0,0,0,0,0,0,0
699,flat,the castle society,sector 56,2.0,8696.0,4,4,2,4.0,Under Construction,2081.0,0,0,0,0,0,0,0
700,flat,assotech blith,sector 99,1.9,6702.0,4,4,3+,2.0,New Property,2835.0,0,0,0,0,0,0,51
701,flat,eldeco accolade,sohna road,0.71,5608.0,2,2,3,10.0,Relatively New,1154.0,0,0,0,0,0,0,159
702,flat,godrej frontier,sector 80,1.4,6189.0,3,4,2,6.0,Moderately Old,1922.0,0,1,0,1,0,0,111
703,house,independent,sector 14,4.6,20444.0,1,1,0,1.0,Old Property,2250.0,0,0,0,0,0,0,0
704,flat,smart world orchard,sector 61,2.6,14723.0,3,3,2,2.0,New Property,1766.0,0,0,0,0,0,0,47
706,flat,m3m woodshire,sector 107,1.15,7497.0,2,2,3,0.0,Relatively New,1281.0,1,0,0,0,0,0,29
707,house,independent,sector 8,0.59,10085.0,2,2,2,2.0,Moderately Old,585.0,0,0,0,0,1,0,7
708,flat,dlf 76,new,4.0,11429.0,4,4,2,4.0,Under Construction,3889.0,1,1,0,0,0,2,101
709,flat,tulip orange,sector 70,1.1,8148.0,3,2,2,5.0,Relatively New,1350.0,0,0,0,0,0,0,0
710,house,independent,sector 39,1.7,17989.0,2,2,3+,3.0,Moderately Old,900.0,0,1,1,0,0,0,45
711,flat,experion the heartsong,sector 108,1.6,7988.0,3,4,3+,3.0,Relatively New,1500.29,0,1,0,0,0,2,60
712,house,independent,sector 28,8.4,34568.0,4,4,3+,2.0,Relatively New,2430.0,0,1,1,1,0,2,139
713,flat,pareena coban residences,sector 99a,1.23,6159.0,3,5,3,5.0,Relatively New,1807.0,0,1,0,0,0,0,99
714,flat,indiabulls centrum park,sector 103,1.32,7788.0,3,3,3+,6.0,Relatively New,1300.0,1,0,0,0,0,0,49
715,house,the laburnum,sector 43,11.0,27160.0,5,6,3+,3.0,New Property,4050.0,0,1,0,1,0,2,160
716,flat,emaar the palm drive,sector 66,3.9,18634.0,3,4,3,2.0,Relatively New,2200.0,0,0,0,0,0,0,0
717,flat,rk tower,sector 2,0.95,9596.0,2,2,1,1.0,Relatively New,1100.0,0,0,0,0,0,0,99
718,flat,the close north,sector 50,2.35,11358.0,3,3,3,8.0,Moderately Old,1900.0,0,0,0,0,0,2,49
719,flat,smart world orchard,sector 61,1.65,13750.0,2,2,2,1.0,Under Construction,1333.0,1,0,0,0,0,0,16
720,flat,hero homes,sector 104,1.75,10361.0,3,3,3,2.0,Under Construction,1529.0,0,0,0,0,0,0,30
721,flat,bestech park view residency,sector 2,1.18,7540.0,2,2,3,5.0,Old Property,1416.0,1,0,0,0,0,0,76
722,flat,chd avenue,sector 71,1.16,6655.0,3,3,3,5.0,Moderately Old,1577.0,0,1,0,0,0,2,73
723,flat,elan mercado,sector 80,0.85,12409.0,1,1,1,15.0,Relatively New,761.0,0,0,0,0,0,0,60
724,house,shivpuri,shivpuri,2.4,8889.0,10,5,3,2.0,Old Property,2700.0,1,1,0,1,0,0,8
725,house,independent,sector 43,5.5,28424.0,1,1,0,1.0,Old Property,1935.0,0,0,0,0,1,0,12
726,flat,shree vardhman flora,sector 90,0.7,5178.0,2,3,2,7.0,Relatively New,1502.0,1,0,0,0,0,2,49
727,flat,sidhartha ncr one phase,sector 95,0.56,4106.0,2,2,2,10.0,Relatively New,1234.0,0,0,0,0,0,2,60
728,house,ansals palam vihar,sector 2,2.75,17662.0,3,3,3,2.0,Moderately Old,1557.0,1,0,0,1,0,2,15
729,house,rwa sector 46,sector 46,4.5,24390.0,6,6,3+,3.0,Moderately Old,1845.0,0,0,1,0,0,2,80
730,flat,ansal housing highland park,sector 103,1.1,6243.0,3,3,3+,7.0,New Property,1500.0,0,0,0,0,0,0,87
731,flat,adani m2k oyster grande,sector 102,4.55,10000.0,4,4,3+,11.0,Relatively New,4630.0,0,0,0,0,0,2,60
732,flat,pioneer urban presidia,sector 62,6.5,14987.0,4,4,3+,3.0,Moderately Old,3925.0,1,0,0,0,0,0,86
733,flat,emaar mgf the palm drive,sector 66,3.0,15385.0,3,3,2,12.0,Relatively New,1950.0,0,1,0,0,0,0,96
734,flat,kamroon court,sector 43,2.75,13750.0,3,4,3+,5.0,Moderately Old,2222.0,0,1,0,0,1,2,49
735,flat,emaar palm gardens,sector 83,1.8,12000.0,3,4,3+,6.0,Relatively New,1667.0,0,1,0,0,0,2,96
736,flat,bestech park view grand spa,sector 81,2.91,9137.0,4,5,2,6.0,Relatively New,3017.0,0,1,0,0,0,2,101
737,flat,park view apartments,sector 15,1.6,11034.0,3,3,3+,2.0,Moderately Old,1611.0,0,0,0,1,0,0,56
738,house,independent,sector 17,3.5,24306.0,2,6,3+,3.0,Relatively New,1440.0,0,0,0,0,0,0,0
739,flat,tata primanti,sector 72,3.21,16050.0,3,4,3+,15.0,Relatively New,2140.0,0,1,0,0,0,2,174
740,flat,paras irene,sector 70a,1.2,8451.0,2,2,3,6.0,Moderately Old,1285.0,0,0,0,0,0,0,42
741,flat,pyramid urban,sector 67a,0.7,11844.0,2,2,1,14.0,New Property,657.0,0,0,0,0,0,0,44
742,house,independent,sector 47,5.15,26615.0,3,9,3+,3.0,Relatively New,1935.0,0,0,1,0,0,2,75
743,house,emaar mgf marbella,sector 66,12.0,37037.0,4,4,3+,3.0,Relatively New,3240.0,1,1,1,1,0,2,160
744,house,independent,sector 9,0.35,9722.0,2,2,1,2.0,Old Property,360.0,0,0,0,0,0,0,0
745,flat,vatika sovereign park,sector 99,3.2,9922.0,4,4,0,5.0,Under Construction,3225.0,0,0,0,0,0,0,23
746,house,independent,sector 105,0.6,13333.0,3,3,0,3.0,Moderately Old,450.0,0,0,0,0,0,0,0
747,flat,new sathi apartments,sector 54,1.59,7067.0,3,3,3+,3.0,Moderately Old,2250.0,1,0,0,0,0,2,127
748,flat,indiabulls centrum park,sector 103,1.34,7486.0,3,3,3+,13.0,Relatively New,1560.0,1,0,0,0,0,0,93
749,flat,bestech park view grand spa,sector 81,2.3,8647.0,3,4,3+,7.0,Relatively New,2280.0,0,1,0,0,0,2,49
750,flat,gls arawali homes,sohna road,0.29,6029.0,2,2,2,9.0,Relatively New,534.0,0,0,0,0,0,0,55
751,flat,dlf new town heights,sector 91,2.0,6966.0,4,4,3+,16.0,Moderately Old,2468.0,1,1,0,1,0,0,65
752,flat,surendra avenue 69,sector 69,0.75,6818.0,2,2,2,4.0,Moderately Old,1100.0,0,0,0,0,0,0,0
753,flat,m3m capital,sector 113,3.25,14143.0,4,4,3+,34.0,Under Construction,2553.0,1,1,0,1,0,0,115
754,house,not applicable,sector 4,0.4,9259.0,1,1,1,1.0,Moderately Old,432.0,0,0,0,0,0,0,0
755,flat,godrej nature plus,sector 33,1.5,9677.0,3,3,3,6.0,Under Construction,1403.0,1,0,0,0,0,0,72
756,flat,dlf new town heights,sector 86,1.3,6736.0,3,3,3,15.0,Relatively New,1715.0,0,1,0,1,0,2,49
757,flat,the close north,sector 50,2.7,9982.0,3,3,3+,3.0,Moderately Old,2357.0,0,1,0,0,0,0,117
758,flat,millenia,sector 37c,0.4,6667.0,2,2,2,4.0,New Property,667.0,0,0,0,0,0,0,29
759,flat,sare homes,sector 92,0.82,5384.0,3,3,3+,12.0,Relatively New,1221.18,0,0,0,0,0,0,114
760,flat,krisumi waterfall residences,sector 36a,2.2,14875.0,2,2,2,23.0,New Property,1338.0,0,0,0,0,0,0,15
761,house,independent,sector 54,3.75,26042.0,4,4,3,3.0,Moderately Old,1440.0,0,1,0,0,0,2,13
762,flat,ild greens,sector 37c,1.0,4724.0,3,3,3,3.0,Under Construction,1629.0,0,0,0,0,0,0,51
763,flat,ats kocoon,sector 109,2.95,10351.0,4,4,3+,7.0,Relatively New,3150.0,0,1,1,0,0,2,158
764,house,independent,sector 4,0.61,11111.0,2,2,2,2.0,Moderately Old,61.0,0,0,0,0,1,0,14
765,flat,smart world orchard,sector 61,2.54,15497.0,3,3,3,2.0,Under Construction,1639.0,0,0,1,0,0,0,16
766,flat,sahara grace,sector 28,4.3,12421.0,3,4,3,5.0,Old Property,3133.0,0,1,1,0,0,0,24
767,flat,om appartments,sector 3 phase 2,0.4,4444.0,3,2,1,3.0,Relatively New,1000.0,0,0,0,0,0,0,7
768,flat,tulip leaf,sector 69,2.06,11388.0,3,3,3,16.0,Relatively New,1640.0,0,0,0,0,0,0,49
769,flat,senate court,sector 62,0.9,14085.0,1,1,0,0.0,Relatively New,639.0,0,0,0,0,0,0,0
770,flat,ss the leaf,sector 85,2.03,7229.0,4,4,3+,3.0,Relatively New,2225.0,0,0,0,0,1,0,49
771,flat,ats triumph,sector 104,2.65,8413.0,4,4,3+,10.0,Relatively New,2851.0,0,1,0,0,0,0,174
772,flat,sobha city,sector 108,2.5,14611.0,3,3,2,19.0,New Property,1480.0,0,0,0,0,0,0,166
773,flat,unitech fresco,sector 50,1.14,8533.0,2,2,2,19.0,Moderately Old,1330.0,0,0,0,0,1,2,174
774,house,independent,sector 39,7.0,10000.0,10,11,3+,4.0,Relatively New,7000.0,0,0,0,1,0,2,38
775,flat,signature global city 81,sector 81,0.82,8641.0,2,2,3,2.0,Relatively New,955.0,0,0,0,0,0,0,53
776,house,bptp visionnaire,sector 70a,4.0,6666.0,4,4,3+,2.0,Relatively New,6000.0,0,1,0,0,0,0,154
777,flat,m3m skycity,sector 65,1.8,13699.0,2,2,3,13.0,New Property,1456.0,0,0,0,0,0,0,73
778,flat,m3m woodshire,sector 107,1.45,6141.0,3,4,3+,7.0,Relatively New,1900.0,0,1,0,0,0,0,67
779,flat,pareena laxmi apartments,sector 99a,0.32,6107.0,2,2,2,2.0,New Property,473.0,0,0,0,0,0,0,50
781,flat,vatika city homes,sector 83,0.8,6061.0,2,2,2,8.0,Moderately Old,1195.0,0,0,1,0,0,0,22
782,flat,emaar mgf palm hills,sector 77,1.25,8621.0,3,4,3,1.0,Relatively New,1611.0,0,1,0,0,0,2,104
783,flat,bestech park view ananda,sector 81,1.35,7542.0,3,3,3+,10.0,Moderately Old,1438.0,0,0,1,0,0,2,72
784,flat,shapoorji pallonji joyville gurugram,sector 102,2.12,11447.0,3,3,3,9.0,New Property,1571.0,0,0,0,0,0,0,109
785,flat,tulip violet,sector 69,1.8,8955.0,4,4,2,9.0,Relatively New,1819.0,0,0,0,1,0,2,165
786,flat,sbr minda sec-1 imt manesar,sector 1 imt manesar,0.64,4194.0,3,2,3+,6.0,Old Property,1696.0,0,0,0,0,0,0,51
787,house,independent,sector 50,7.0,32407.0,3,2,0,1.0,Moderately Old,2160.0,0,0,0,0,0,0,0
788,flat,vatika gurgaon,sector 83,1.1,6051.0,3,3,3,12.0,Relatively New,1570.0,0,1,0,0,0,2,66
789,flat,adani m2k oyster grande,sector 102,1.9,14074.0,3,4,3,21.0,Relatively New,1605.0,0,1,0,0,0,0,60
790,flat,bestech park view ananda,sector 81,0.87,7952.0,2,2,3,8.0,Relatively New,1300.0,0,0,0,0,0,0,95
791,flat,emaar palm gardens,sector 83,1.72,9053.0,3,3,3,4.0,Relatively New,1600.0,0,1,0,0,0,2,165
792,flat,dlf the ultima,sector 81,2.35,11233.0,3,4,3+,18.0,Relatively New,1558.0,0,1,0,0,0,0,106
793,flat,chd avenue,sector 71,1.12,6215.0,3,4,3,0.0,Moderately Old,1631.0,0,1,0,0,0,0,65
794,flat,orris aster court premier,sector 85,1.38,6509.0,3,4,2,6.0,Relatively New,1616.0,0,1,0,0,0,0,76
795,flat,shapoorji pallonji joyville gurugram,sector 102,1.4,10378.0,2,2,2,11.0,New Property,1166.0,0,0,0,0,0,2,49
796,flat,experion the heartsong,sector 108,1.65,8238.0,3,4,3,3.0,Moderately Old,1771.32,1,0,0,0,0,2,75
797,flat,shree vardhman victoria,sector 70,1.1,8462.0,2,2,2,0.0,New Property,1026.0,1,0,0,0,0,0,49
798,flat,sare homes,new,0.85,4786.0,4,4,3,3.0,Moderately Old,1607.0,0,0,0,0,0,0,0
799,flat,m3m heights,sector 65,2.65,18493.0,2,2,3,4.0,New Property,1433.0,1,0,0,0,0,0,38
800,flat,ss the leaf,sector 85,2.2,6934.0,4,5,3+,4.0,Relatively New,2545.0,0,0,0,0,0,0,106
801,flat,central park flower valley,sector 33,3.3,13750.0,3,3,3,2.0,Under Construction,2667.0,1,1,1,1,0,0,61
802,house,independent,sector 13,0.62,3588.0,6,6,0,3.0,Old Property,192.0,0,0,0,0,0,0,0
803,flat,bptp astaire gardens,sector 70a,1.6,8658.0,4,4,3,1.0,Relatively New,1600.0,1,0,0,0,1,0,42
804,flat,m3m golfestate,sector 65,6.1,18139.0,3,3,3,19.0,Moderately Old,3027.0,1,1,0,0,0,2,174
805,flat,suncity avenue,sector 102,0.48,9023.0,2,2,1,5.0,Relatively New,582.0,0,0,1,0,0,0,159
806,flat,dlf regal gardens,sector 90,1.25,7340.0,3,3,3,28.0,Moderately Old,1541.0,0,1,0,0,0,0,38
807,flat,tulip violet,sector 69,1.4,8861.0,3,3,2,2.0,Relatively New,1428.0,0,0,0,1,0,0,102
808,flat,wings apartment,sector 9,1.2,6667.0,4,3,2,4.0,Moderately Old,2000.0,0,0,0,0,0,2,23
809,flat,sare crescent parc,sector 92,0.82,5384.0,3,3,3+,12.0,Relatively New,1523.0,0,0,0,0,0,0,0
810,flat,dlf regal gardens,sector 90,1.65,7449.0,4,4,3+,8.0,Relatively New,1900.0,0,0,0,0,1,0,79
811,house,unitech uniworld resorts,sector 33,9.5,19333.0,6,6,3+,3.0,Moderately Old,4914.0,0,0,0,0,0,2,40
812,flat,paras dews,sector 106,1.14,6000.0,3,4,3,8.0,Relatively New,1305.0,1,1,0,0,0,0,49
813,flat,vatika gurgaon,sector 83,0.85,8947.0,2,2,2,18.0,Moderately Old,1100.0,0,0,0,1,0,2,119
814,flat,puri diplomatic greens,sector 111,2.65,11964.0,3,4,3+,19.0,Relatively New,2005.0,1,1,1,1,0,0,65
815,flat,ramprastha the edge towers,sector 37d,0.75,5319.0,2,2,3,19.0,Moderately Old,1410.0,0,0,0,0,0,0,63
816,flat,suncity avenue 76,sector 76,0.75,10204.0,2,2,2,11.0,Under Construction,665.0,0,0,0,0,0,0,57
817,flat,signature global park,sohna road,0.83,7411.0,3,2,2,1.0,New Property,1244.0,0,0,0,0,0,0,16
818,flat,signature the roselia,sector 95,0.41,6193.0,2,2,2,12.0,New Property,670.0,1,0,0,0,0,2,90
819,flat,experion the heartsong,sector 108,2.08,9905.0,4,4,3+,3.0,Relatively New,2631.0,0,1,0,0,0,0,126
820,flat,experion the heartsong,sector 108,2.28,8204.0,4,5,3+,8.0,Relatively New,2515.0,0,0,0,0,0,0,101
821,house,eldeco mansionz,sector 48,6.4,23704.0,4,4,3,3.0,Moderately Old,2700.0,0,1,1,0,0,2,151
822,flat,supertech basera,sector 79,0.36,7643.0,2,2,1,4.0,New Property,546.0,0,0,0,0,0,0,60
823,flat,sare green parc phase 3,sector 92,0.79,6086.0,3,2,2,15.0,New Property,1175.0,0,0,0,0,0,0,29
824,house,independent,sohna road,1.5,14245.0,2,3,2,1.0,New Property,1053.0,1,0,0,1,0,2,69
825,house,independent,sector 23,2.4,12000.0,3,3,2,2.0,Moderately Old,2000.0,0,0,1,1,0,0,28
826,house,independent,sector 13,1.5,10519.0,2,2,2,3.0,Old Property,1426.0,1,0,0,1,0,0,7
827,house,dlf city plots,sector 26,19.0,42054.0,6,6,3,2.0,Relatively New,4518.0,1,1,0,0,0,2,121
828,house,eros rosewood villas,sector 49,2.8,15556.0,3,3,3,2.0,Moderately Old,1800.0,0,0,0,1,0,0,68
829,house,bptp astaire gardens,sector 70a,1.18,8138.0,3,3,3+,2.0,Relatively New,1611.0,0,0,0,0,1,2,153
830,house,vipul tatvam villa,sector 48,19.5,22222.0,5,6,3,2.0,Moderately Old,8775.0,1,1,1,1,0,2,110
831,flat,satya the hermitage,sector 103,0.99,6653.0,3,4,3+,2.0,Relatively New,1731.0,0,1,0,1,0,0,174
832,flat,smart world one,dwarka expressway,1.65,5933.0,3,4,3,6.0,Under Construction,3094.0,0,0,0,0,0,0,0
833,flat,pyramid elite,sector 86,0.45,7840.0,2,2,1,12.0,Under Construction,637.0,0,0,0,0,0,0,30
834,flat,tulip violet,sector 69,1.76,8756.0,4,4,2,6.0,Relatively New,1819.0,0,0,0,0,0,0,108
835,flat,indiabulls enigma,sector 110,3.49,10265.0,4,5,3,7.0,Relatively New,3077.0,0,1,0,0,0,0,165
836,flat,capital residences 360,sector 70a,1.18,8138.0,2,2,3,7.0,New Property,1400.0,0,0,0,1,0,0,140
837,house,independent,sector 4,0.47,3518.0,3,4,0,3.0,Moderately Old,1350.0,0,0,0,0,0,0,0
838,flat,ss the leaf,sector 85,1.2,9677.0,2,2,3+,9.0,Relatively New,1491.0,0,0,1,0,0,0,148
839,flat,afnhb jalvayu vihar,sector 30,1.3,10000.0,3,3,2,2.0,Old Property,1401.0,0,0,0,0,0,0,19
840,flat,experion heartsong,dwarka expressway,1.08,6150.0,3,3,0,2.0,Under Construction,1758.0,0,0,0,0,0,0,0
841,house,independent,sector 105,0.35,7778.0,2,2,1,2.0,Moderately Old,556.0,0,0,0,0,0,0,0
842,flat,mvn athens,sohna road,0.26,5394.0,2,2,1,2.0,Relatively New,535.0,0,0,0,0,0,0,37
843,flat,ireo skyon,sector 60,3.05,12788.0,3,3,3,9.0,Relatively New,2300.0,0,1,0,0,0,2,165
844,flat,rof ananda,sector 95,0.2,5464.0,1,1,1,10.0,Relatively New,407.0,0,0,0,0,0,0,82
845,flat,tulip violet,sector 69,1.68,8350.0,4,4,2,1.0,Relatively New,1819.0,0,0,0,1,0,0,102
846,flat,vipul world,sector 48,1.38,9485.0,3,3,1,2.0,Relatively New,1611.0,0,0,0,0,0,0,60
847,flat,tulip violet,sector 69,3.25,10106.0,4,5,3+,14.0,Relatively New,2910.0,0,0,0,1,1,0,20
848,flat,ansals highland park,dwarka expressway,1.2,6186.0,3,3,3+,4.0,Under Construction,1940.0,0,1,0,0,0,0,0
849,house,independent,sector 39,5.15,14071.0,5,5,0,1.0,Relatively New,3660.0,0,0,0,0,0,0,0
850,flat,dlf new town heights,sector 86,1.26,6114.0,3,3,3,5.0,Moderately Old,1747.0,0,1,0,0,1,0,113
851,flat,adarsh nagar,adarsh nagar,0.65,6190.0,3,3,1,1.0,New Property,1167.0,0,0,0,0,0,2,42
852,flat,dlf the arbour,sector 63,7.8,19747.0,4,4,0,6.0,New Property,3950.0,0,0,0,0,0,0,61
853,flat,ild grand,sector 37c,1.35,7143.0,3,3,0,1.0,New Property,1820.0,0,0,0,0,0,0,60
854,house,vipul tatvam villa,sector 48,7.69,24069.0,4,5,3,2.0,Moderately Old,3195.0,1,1,1,1,0,2,110
855,flat,supertech hues,sector 68,1.0,8475.0,2,2,3,23.0,New Property,1311.0,0,0,0,0,0,0,49
856,flat,bestech park view grand spa,sector 81,2.22,8346.0,3,4,3+,15.0,Relatively New,2407.0,0,1,0,0,0,2,174
857,flat,dlf new town heights,sector 86,1.4,5942.0,4,4,3+,20.0,Relatively New,2132.0,0,1,0,1,0,0,65
858,flat,unitech fresco,sector 50,1.8,9590.0,3,4,3+,6.0,Moderately Old,1870.0,0,1,0,0,0,2,174
859,flat,dlf the ultima,sector 81,2.12,10081.0,3,3,3+,9.0,Relatively New,1650.0,1,1,0,1,1,1,49
861,flat,orris aster court,sector 85,0.67,5826.0,2,2,2,5.0,Relatively New,1250.0,0,0,0,0,1,2,174
862,flat,umang winter hills,sector 77,1.05,5763.0,3,3,3,7.0,Relatively New,1600.0,0,0,0,0,0,0,49
863,flat,avl 36 gurgaon,sector 36a,0.65,8953.0,2,2,2,7.0,Relatively New,657.0,0,0,0,0,0,0,89
864,flat,conscient elevate,sector 59,4.02,17501.0,3,3,1,3.0,Under Construction,2550.0,0,0,0,0,0,0,31
865,house,independent,sector 1,4.75,10556.0,6,7,0,4.0,Moderately Old,4500.0,0,0,0,0,0,0,0
866,flat,emaar palm gardens,sector 83,1.75,9211.0,3,3,3,6.0,Relatively New,1549.0,0,1,0,0,0,2,105
867,flat,tulip violet,sector 69,1.4,8929.0,3,3,1,12.0,Relatively New,1376.0,0,0,0,1,0,0,174
868,house,ansal sushant residency,sector 57,4.6,17037.0,6,6,3,3.0,Old Property,2700.0,1,1,1,1,0,1,102
869,flat,sare green parc,sector 92,0.85,6741.0,3,2,2,14.0,Relatively New,1261.0,0,0,0,0,0,0,0
870,house,international city by sobha phase 2,sector 109,11.25,25000.0,7,5,3+,4.0,Relatively New,4500.0,1,1,0,1,0,0,42
871,house,independent,sector 92,1.8,7627.0,4,5,0,13.0,Relatively New,2360.0,0,0,0,0,0,0,0
872,flat,sare crescent parc,sector 92,0.8,4211.0,4,3,2,10.0,Relatively New,1719.0,0,0,0,0,1,0,37
873,house,unitech espace,sector 50,11.0,40741.0,4,4,3+,2.0,Moderately Old,2700.0,0,1,0,0,0,2,88
874,flat,umang winter hills,sector 77,1.35,7781.0,3,3,3+,7.0,New Property,1451.0,0,0,1,0,0,2,96
875,flat,pareena coban residences,sector 99a,1.45,7261.0,3,5,3,11.0,Relatively New,1807.0,0,1,0,0,1,2,49
876,flat,m3m skywalk,sector 74,1.52,13345.0,2,2,3,6.0,Relatively New,1250.0,0,0,1,0,0,0,174
878,flat,vidya apartment,sector 3 phase 3 extension,0.22,4207.0,2,2,1,1.0,Relatively New,570.0,0,0,0,0,1,1,36
879,flat,signature global the millennia,sector 37d,0.6,9231.0,2,2,3,7.0,New Property,625.0,0,0,0,0,0,0,35
880,house,vipul tatvam villa,sector 48,7.35,22812.0,4,5,2,2.0,Moderately Old,3222.0,1,1,1,1,0,2,144
881,flat,m3m merlin,sector 67,2.65,12946.0,3,3,3,0.0,Relatively New,2047.0,0,0,0,0,1,2,174
882,flat,parsvnath green ville,sector 48,1.6,8377.0,3,3,3,13.0,Old Property,1700.0,0,0,0,0,1,2,119
883,flat,signature global synera,sector 81,0.39,6500.0,2,2,2,6.0,Relatively New,667.0,0,0,0,0,0,0,37
884,flat,ss the leaf,sector 85,1.09,6667.0,2,2,3,9.0,Relatively New,1638.0,0,0,1,0,0,0,174
885,flat,ansal heights 86,sector 86,0.67,5099.0,2,2,1,10.0,Relatively New,1231.0,0,0,0,0,0,0,115
886,flat,mapsko mount ville,sector 79,1.25,8389.0,3,3,3+,16.0,Relatively New,1656.0,0,0,0,0,0,2,49
887,flat,antriksh heights,sector 84,1.02,4869.0,4,4,3+,11.0,Relatively New,1896.0,0,1,0,1,0,0,99
888,flat,zara aavaas,sector 104,0.26,7808.0,1,1,2,0.0,Relatively New,301.0,0,0,0,0,0,0,91
889,flat,imperia the esfera,sector 37c,0.99,5500.0,3,3,1,10.0,New Property,1643.0,0,1,0,0,0,0,49
890,flat,emaar gurgaon greens,sector 102,1.4,8485.0,3,3,3,10.0,Relatively New,1300.0,0,1,0,0,0,0,46
891,house,independent,sector 38,3.5,20325.0,3,2,2,1.0,Moderately Old,1722.0,0,0,0,0,0,0,0
892,flat,conscient heritage max,sector 102,2.2,10237.0,3,4,3+,9.0,Moderately Old,1945.0,1,1,0,0,0,0,125
894,flat,bestech spa signature,sector 81,4.4,12571.0,4,4,3+,6.0,New Property,3700.0,1,1,0,1,1,1,49
895,flat,godrej oasis,sector 88a,1.38,6680.0,3,3,3+,7.0,Relatively New,2296.0,0,1,0,0,0,0,72
897,house,independent,sector 105,0.55,10913.0,2,4,0,2.0,Moderately Old,56.0,0,0,0,0,0,0,0
898,flat,puri emerald bay,sector 104,1.32,8516.0,2,2,2,10.0,Relatively New,1403.0,0,0,0,0,0,0,128
899,flat,brisk lumbini terrace homes,sector 109,1.38,6339.0,3,3,1,4.0,Moderately Old,2419.0,0,0,0,0,0,0,20
900,flat,signature global city,sector 37d,1.1,8494.0,3,3,2,2.0,Under Construction,1439.0,0,0,0,0,0,0,36
901,flat,sare green parc phase 3,sector 92,0.95,4857.0,4,3,3,4.0,Moderately Old,1770.0,0,0,0,0,0,0,67
902,flat,dlf the ultima,sector 81,2.25,10699.0,3,3,3+,11.0,Relatively New,1600.0,1,1,0,1,1,1,49
904,flat,vatika the seven lamps,sector 82,1.39,6411.0,3,3,3+,11.0,Relatively New,1955.0,1,1,0,0,0,2,117
905,flat,tata primanti,sector 72,3.9,13425.0,4,4,3+,39.0,Relatively New,2509.0,0,1,0,0,1,0,49
906,flat,godrej,sector 79,2.0,8475.0,3,4,3+,9.0,Relatively New,1963.0,0,1,0,0,0,0,108
907,flat,signature global orchard avenue,sector 93,0.4,7353.0,2,2,2,11.0,New Property,604.0,0,0,0,0,0,0,37
908,flat,ashiana anmol,sohna road,0.9,9464.0,2,2,2,13.0,Relatively New,1105.0,0,0,0,0,0,1,120
909,flat,ss almeria,sector 84,1.48,7400.0,3,3,2,1.0,New Property,1624.0,0,1,1,0,0,2,139
910,flat,imperia the esfera,sector 37c,0.99,5455.0,3,4,3,9.0,Relatively New,1660.0,0,1,0,0,0,0,49
911,flat,godrej habitat,sector 3,1.3,9003.0,2,2,2,6.0,Under Construction,1604.0,0,0,0,0,0,0,36
912,flat,antriksh heights,sector 84,0.85,4928.0,3,3,3+,10.0,Relatively New,1561.0,1,0,0,0,0,0,52
913,flat,ild grand,sector 37c,0.66,5038.0,2,2,3+,14.0,Relatively New,1310.0,0,0,0,0,0,0,60
914,flat,valley view estate,gwal pahari,1.5,7489.0,4,4,3+,10.0,Moderately Old,1850.0,0,0,0,0,0,0,58
915,flat,smart world orchard,sector 61,1.5,12500.0,2,2,2,2.0,Under Construction,1333.0,1,0,0,0,0,0,49
916,flat,indiabulls centrum park,sector 103,1.65,8250.0,3,3,3+,15.0,Relatively New,1683.0,1,0,0,0,0,0,38
917,flat,tulip violet,sector 69,1.46,9252.0,3,3,2,0.0,Relatively New,1428.0,0,0,0,1,0,2,174
918,flat,nbcc heights,sector 37,0.75,6579.0,2,2,2,6.0,Moderately Old,1032.0,0,0,0,0,0,0,0
919,flat,parsvnath green ville,sector 48,1.42,8606.0,3,3,3,1.0,Moderately Old,1493.0,0,0,1,0,0,1,174
920,flat,m3m heights,sector 65,2.01,13499.0,2,2,3,8.0,New Property,1482.0,1,0,0,0,0,0,44
921,flat,malibu towne,sector 47,2.4,10000.0,3,3,0,0.0,Moderately Old,2667.0,0,0,0,0,0,2,22
922,flat,dlf the primus,sector 82a,1.87,10395.0,3,3,3,31.0,Moderately Old,1668.0,0,0,0,1,0,0,38
923,flat,signature andour heights,sector 71,0.65,10172.0,2,2,1,10.0,Relatively New,590.0,0,0,0,0,0,2,23
924,house,independent,sector 12,1.2,14184.0,2,4,2,2.0,Relatively New,846.0,0,0,0,1,0,2,7
