Unnamed: 0,property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
3177,flat,bptp terra,sector 37d,1.55,8559.0,3,3,3+,11.0,Relatively New,1639.0,0,0,0,0,0,0,79
3178,flat,silverglades the melia,sohna road,0.78,5778.0,2,2,3,9.0,Under Construction,1222.0,1,0,0,0,0,0,72
3179,flat,la vida by tata housing,sector 113,1.38,12000.0,2,2,3,8.0,New Property,1350.0,1,0,0,0,0,0,174
3180,house,independent,sector 24,1.45,2984.0,3,3,1,2.0,Old Property,540.0,0,0,0,0,0,0,9
3181,flat,ramsons kshitij,sector 95,0.3,3158.0,2,2,1,11.0,New Property,950.0,0,0,0,0,0,0,0
3182,flat,radhakrishna society,sector 23,0.55,5000.0,2,2,1,1.0,Moderately Old,995.0,0,0,0,0,0,2,29
3183,house,independent,sector 31,3.5,24155.0,4,4,3,2.0,Old Property,1449.0,0,0,1,0,0,2,70
3184,flat,suncity platinum towers,sector 28,7.0,22222.0,4,3,2,10.0,Moderately Old,2488.0,0,1,0,0,0,0,31
3185,flat,smartworld one dxp,sector 113,2.0,11074.0,3,3,3,12.0,New Property,1806.0,0,0,0,0,0,0,70
3186,flat,shree vardhman flora,sector 90,0.7,4614.0,2,2,3,9.0,New Property,1224.0,1,0,0,0,1,0,51
3187,flat,raheja sampada,sector 92,0.9,6569.0,3,2,3,11.0,Relatively New,1240.0,0,0,0,0,0,0,88
3188,flat,antriksh green,sector 45,2.25,7826.0,4,4,2,9.0,Old Property,3194.0,0,1,0,0,0,1,23
3189,flat,tulip violet,sector 69,1.38,8973.0,3,3,1,12.0,Relatively New,1709.0,0,0,0,0,0,0,174
3191,flat,ss the leaf,sector 85,1.1,9565.0,2,2,3,10.0,Relatively New,1600.0,0,0,0,1,0,0,150
3192,flat,awho shanti vihar,sector 95,0.82,9880.0,2,2,3+,13.0,New Property,1095.0,1,0,0,0,0,0,114
3193,house,dlf alameda,sector 73,17.0,35109.0,5,8,3,3.0,Relatively New,9000.0,1,1,1,1,0,1,87
3194,flat,shree vardhman victoria,sector 70,1.6,8205.0,3,5,3,6.0,Relatively New,2167.0,0,1,0,0,0,0,174
3195,flat,ats kocoon,sector 109,1.68,5895.0,3,3,3,8.0,Relatively New,1579.0,0,0,0,0,0,0,142
3196,flat,shree vardhman victoria,sector 70,1.75,8974.0,3,4,2,16.0,Relatively New,1950.0,0,1,0,1,0,0,49
3197,flat,pareena coban residences,sector 99a,1.08,6626.0,3,5,3,2.0,Relatively New,1750.0,0,1,0,0,1,0,49
3198,flat,ss residency,sector 6,0.48,5333.0,3,2,2,2.0,Moderately Old,111.0,0,0,0,0,0,0,54
3199,house,independent,sector 4,0.58,9619.0,2,2,1,2.0,Moderately Old,67.0,0,0,0,1,1,0,7
3200,flat,corona gracieux,sector 76,1.46,5499.0,4,6,3+,8.0,New Property,2398.0,0,1,0,0,0,0,58
3201,flat,hcbs sports ville,sohna road,0.2,2667.0,2,2,1,4.0,New Property,743.0,0,0,0,0,0,0,15
3202,flat,dlf new town heights,sector 90,1.51,6387.0,4,4,3+,6.0,Relatively New,2362.0,0,1,0,1,0,2,142
3203,house,independent,sector 6,1.25,11574.0,2,5,1,2.0,New Property,120.0,0,0,0,1,0,0,0
3204,flat,smart world gems,sector 89,0.86,7797.0,2,3,3,4.0,Under Construction,998.0,0,0,0,0,0,0,45
3205,flat,raheja vedaanta,sector 108,1.5,5263.0,3,4,0,12.0,Relatively New,2850.0,0,0,0,0,0,0,0
3206,flat,dlf new town heights,sector 90,1.3,6736.0,3,3,3+,10.0,Relatively New,1929.0,0,1,0,1,0,2,129
3207,flat,oriental valley chs,sector 9a,1.5,9091.0,4,3,3+,8.0,Relatively New,1833.0,0,0,0,0,0,2,8
3208,flat,gls arawali homes,sohna road,0.3,5291.0,2,2,0,10.0,Relatively New,567.0,0,0,0,0,0,0,0
3209,flat,signature signum 95a,sector 95,0.4,7782.0,2,2,2,3.0,New Property,571.0,0,0,0,0,0,0,44
3210,flat,gls arawali homes,sohna road,0.27,4600.0,2,2,2,5.0,New Property,521.0,0,0,0,0,0,0,42
3212,flat,ild greens,sector 37c,0.75,5245.0,2,2,3+,13.0,Relatively New,1430.0,0,0,0,0,0,0,51
3213,flat,green court,new,0.38,5507.0,2,2,1,7.0,Under Construction,767.0,0,0,0,0,0,0,35
3214,house,independent,sector 50,10.55,32562.0,5,5,3,2.0,Moderately Old,3240.0,1,1,0,0,0,0,42
3215,house,independent,sector 14,3.4,15111.0,3,3,3,1.0,Old Property,2250.0,0,0,0,0,0,0,32
3216,flat,signature global park,sohna road,0.7,6071.0,3,3,3,2.0,Relatively New,1281.0,0,0,0,1,0,0,152
3218,house,unitech aspen greens,sector 50,7.0,32407.0,4,4,2,2.0,Old Property,2160.0,0,1,0,0,0,0,29
3219,flat,bestech park view spa next,sector 67,2.32,11990.0,3,4,3+,14.0,Moderately Old,1764.0,0,1,0,0,0,2,59
3220,flat,emaar palm premier,sector 77,2.1,10500.0,3,4,3+,11.0,New Property,1600.0,0,1,0,0,0,2,129
3221,flat,m3m crown,sector 111,4.67,17000.0,4,4,3+,8.0,Under Construction,3056.0,0,0,0,0,0,0,73
3222,house,international city by sobha phase 2,sector 109,7.0,11240.0,5,5,3+,2.0,Relatively New,6228.0,0,1,0,0,0,0,129
3223,flat,ats tourmaline,sector 109,2.1,8124.0,3,4,3+,11.0,Relatively New,2100.0,0,1,0,0,0,2,165
3224,flat,kendriya vihar,sector 56,0.55,9016.0,1,2,1,0.0,Old Property,678.0,0,0,0,0,0,0,68
3226,flat,piedmont taksila heights,sector 37c,1.05,4792.0,3,3,3,7.0,Relatively New,1738.0,0,0,0,0,0,2,81
3227,flat,signature global park,sohna road,0.87,7190.0,3,2,3,4.0,Relatively New,1210.0,0,0,0,0,0,0,58
3228,house,unitech uniworld resorts,sector 33,8.0,11429.0,4,4,3+,2.0,Old Property,7000.0,1,1,1,1,0,0,77
3229,flat,godrej summit,sector 104,1.2,8299.0,3,2,3+,16.0,Relatively New,1607.0,1,0,0,1,0,2,142
3230,house,palam vihar extension west zone rwa,sector 2,0.35,6481.0,2,2,0,1.0,New Property,600.0,0,0,0,0,0,0,0
3231,flat,tulip violet,sector 69,1.7,8445.0,4,4,2,7.0,Relatively New,1819.0,0,0,0,0,0,0,128
3232,flat,imperia the esfera,sector 37c,0.87,5513.0,2,3,3+,5.0,Relatively New,1300.0,1,0,0,0,0,0,109
3233,flat,ansal heights 86,sector 86,0.78,5735.0,2,2,2,8.0,New Property,1360.0,0,0,0,0,0,0,72
3235,flat,ambience creacions,sector 22,2.0,14493.0,2,2,2,9.0,Relatively New,1533.0,0,0,0,0,0,0,49
3236,house,independent,sector 4,2.3,17012.0,4,4,3,2.0,Old Property,160.0,0,0,0,0,0,2,15
3237,flat,conscient heritage max,sector 102,1.78,9218.0,3,4,3+,5.0,Moderately Old,1748.0,0,1,0,0,0,0,125
3238,house,independent,baldev nagar,0.53,5889.0,2,2,0,1.0,Moderately Old,900.0,0,0,0,0,0,0,0
3239,flat,ireo skyon,sector 60,2.5,16129.0,2,3,2,4.0,Relatively New,1403.0,1,0,0,0,0,0,100
3240,flat,dlf the primus,sector 82a,2.95,11452.0,4,5,3+,10.0,Relatively New,2110.0,0,1,0,0,0,1,174
3241,flat,viridian the plaza 106,sector 106,0.39,5571.0,1,1,1,7.0,Relatively New,567.0,0,0,0,0,0,0,130
3242,flat,aipl the peaceful homes,sector 70a,2.52,10723.0,3,4,3,8.0,Relatively New,2127.0,0,1,0,0,0,0,174
3243,flat,puri emerald bay,sector 104,2.55,10408.0,4,4,3+,5.0,Relatively New,2303.0,0,1,0,0,0,0,49
3244,flat,emaar mgf the palm drive,sector 66,3.5,16471.0,3,4,3,6.0,Relatively New,2150.0,0,1,0,0,0,0,68
3245,house,independent,sector 17b,7.2,15926.0,4,4,2,1.0,Old Property,4494.0,0,1,1,0,0,0,0
3246,flat,ss the leaf,sector 85,1.2,7317.0,2,2,3,12.0,Relatively New,1484.0,0,0,0,0,0,2,157
3247,flat,sare crescent parc royal greens phase 1,sector 92,1.25,5833.0,4,4,3,20.0,Relatively New,1939.0,0,1,0,0,0,0,60
3248,flat,parsvnath green ville,sector 48,1.5,8787.0,3,3,3,1.0,Old Property,1600.0,0,0,0,0,0,2,128
3249,flat,shree vardhman victoria,sector 70,1.5,7692.0,3,5,3,7.0,Relatively New,1527.0,0,1,0,0,0,2,174
3250,flat,the close north,sector 50,2.75,12500.0,3,3,3,3.0,Moderately Old,2400.0,0,1,0,0,0,0,110
3251,flat,landmark the residency,sector 103,0.9,6667.0,2,2,2,1.0,Relatively New,1222.0,0,0,0,0,0,0,44
3252,house,independent,sector 57,8.31,24171.0,5,6,3+,4.0,Old Property,3438.0,1,1,1,1,0,0,34
3253,flat,pareena coban residences,sector 99a,1.13,5658.0,3,5,3,5.0,Relatively New,1790.0,0,1,0,0,1,0,49
3254,flat,bptp terra,sector 37d,1.4,7731.0,3,3,3,5.0,Relatively New,1711.0,0,0,0,0,0,2,149
3255,flat,central park flower valley,sohna road road,1.65,17442.0,3,3,0,1.0,New Property,1051.0,0,0,0,0,0,0,66
3256,house,independent,sector 7,2.25,15625.0,3,3,2,2.0,Old Property,1440.0,0,0,0,0,0,2,27
3257,house,nul,sector 25,6.25,34722.0,5,5,3,2.0,Moderately Old,1800.0,0,1,0,1,0,2,112
3259,flat,tata primanti,sector 72,4.1,13726.0,3,3,3,8.0,Moderately Old,2308.0,0,1,0,0,0,0,38
3260,flat,orchid petals,sector 49,4.79,11629.0,5,5,3+,14.0,Relatively New,3724.0,1,1,0,1,0,0,49
3261,flat,signature global solera,sector 107,0.28,5680.0,2,2,2,6.0,Relatively New,543.0,0,0,0,0,0,0,45
3263,house,international city by sobha phase 1,sector 109,5.7,10556.0,4,5,3+,3.0,Relatively New,5400.0,1,1,1,1,0,0,160
3264,flat,krisumi waterfall residences,sector 36a,4.1,15501.0,3,4,3,30.0,New Property,2820.0,1,0,0,0,0,1,49
3265,flat,signature global city,sector 37d,1.1,8800.0,3,3,3,1.0,Under Construction,1389.0,0,0,0,0,0,0,16
3266,flat,godrej nature plus,sector 33,1.2,12000.0,2,2,3+,3.0,Under Construction,1111.0,0,0,0,0,0,0,105
3268,house,independent,sector 45,17.0,37778.0,5,8,3+,3.0,Relatively New,4500.0,1,1,1,1,0,1,152
3269,flat,kamal residence,sohna road,0.4,7634.0,2,2,1,0.0,New Property,582.0,0,0,0,0,1,2,16
3270,house,dlf city phase 1,sector 26,4.5,33333.0,3,3,2,2.0,Moderately Old,1350.0,1,1,0,0,0,0,70
3271,flat,global hill view,sector 11,0.33,4269.0,2,2,0,11.0,Relatively New,761.0,0,0,0,0,0,0,0
3272,flat,residency grand,sector 52,5.0,9615.0,5,5,3+,2.0,Moderately Old,5200.0,0,0,0,0,0,0,0
3273,flat,emaar mgf the enclave,sector 66,1.9,10556.0,3,4,2,8.0,Relatively New,1850.0,0,1,0,0,0,2,174
3274,house,ansal sushant lok plots,sector 43,3.3,26570.0,1,1,0,2.0,Under Construction,1242.0,0,0,0,0,0,0,0
3275,flat,tulip violet,sector 69,1.38,8967.0,3,3,1,12.0,Relatively New,1392.0,0,0,0,1,0,0,86
3276,house,independent,sector 23,5.0,16244.0,4,4,2,2.0,Old Property,3078.0,0,0,0,0,0,0,7
3277,house,independent,sector 57,3.15,20349.0,5,4,3+,2.0,Moderately Old,1548.0,0,0,1,0,0,2,60
3278,house,ansals florence villa,sector 57,3.65,10580.0,6,6,2,3.0,Moderately Old,3450.0,1,1,1,1,0,1,152
3279,flat,hcbs sports ville,sohna road,0.27,4348.0,2,2,2,10.0,Relatively New,619.0,0,0,0,0,0,0,43
3280,flat,smart world orchard,sector 61,1.47,12250.0,2,2,2,2.0,Under Construction,1333.0,1,0,0,0,0,0,76
3281,flat,pioneer park,sector 61,2.0,11765.0,3,3,3,24.0,Moderately Old,1538.0,0,0,0,0,0,2,75
3282,flat,dlf regal gardens,sector 90,1.23,7053.0,3,3,2,19.0,Relatively New,1578.0,0,0,0,0,1,0,6
3283,flat,sare homes,sector 92,0.68,5239.0,3,3,2,11.0,Relatively New,1442.0,0,0,0,1,0,0,100
3284,flat,the rama apartment cghs,sector 43,2.5,10204.0,4,4,3+,4.0,Moderately Old,2722.0,0,1,0,0,0,0,26
3285,flat,millenium bajrang society,sector 43,2.5,9434.0,4,4,3+,2.0,Relatively New,2398.0,0,0,0,0,0,2,94
3286,flat,ireo victory valley,sector 67,2.87,11904.0,3,3,3+,16.0,Relatively New,2095.0,0,1,0,0,0,2,174
3287,flat,godrej summit,sector 104,1.16,6388.0,3,4,3+,8.0,Relatively New,2018.0,0,1,0,0,0,2,96
3288,flat,la vida by tata housing,sector 113,2.45,11051.0,3,3,3+,3.0,Relatively New,1890.0,1,0,0,0,0,0,174
3289,flat,tulip violet,sector 69,1.28,8112.0,3,3,2,12.0,Relatively New,1428.0,0,0,0,1,0,2,49
3290,flat,smart world gems,sector 89,1.16,10498.0,3,2,3,1.0,New Property,998.0,1,0,0,0,0,0,49
3292,house,vipul tatvam villa,sector 48,8.5,21250.0,4,5,3+,2.0,Moderately Old,4000.0,1,1,0,1,1,2,49
3293,flat,saan verdante,sector 95,2.0,10178.0,3,4,3+,5.0,New Property,1964.0,0,1,0,0,0,0,49
3294,house,international city by sobha phase 2,sector 109,12.5,26670.0,5,6,3,3.0,Relatively New,4500.0,1,1,1,1,0,0,63
3296,flat,signature global city 92,sector 92,0.78,8050.0,2,2,2,2.0,New Property,1083.0,0,0,0,0,0,2,47
3297,flat,birla navya,sector 63a,2.2,17488.0,2,3,3+,4.0,Under Construction,997.0,0,0,0,0,0,0,60
3298,flat,dlf the ultima,sector 81,3.46,12047.0,4,4,3+,10.0,New Property,2599.0,0,1,0,0,0,1,161
3299,flat,orris aster court premier,sector 85,1.25,5896.0,3,4,2,5.0,Relatively New,1900.0,0,1,0,0,0,2,174
3301,flat,bestech altura,sector 79,1.85,8605.0,3,4,3+,11.0,New Property,1946.0,0,1,0,0,0,0,49
3304,house,independent,sector 43,2.55,13178.0,3,3,2,3.0,Relatively New,1935.0,0,0,0,0,0,2,60
3305,flat,indiabulls enigma,sector 110,3.4,10000.0,4,5,3,3.0,Relatively New,3077.0,0,1,1,0,0,0,90
3306,house,independent,sector 15,1.8,10000.0,4,3,1,1.0,Old Property,1800.0,0,0,0,0,0,0,16
3307,house,independent,sector 82,7.0,21605.0,4,4,3+,1.0,Relatively New,3240.0,1,1,0,1,0,2,49
3308,flat,ats tourmaline,sector 109,1.4,8000.0,3,3,3+,5.0,Relatively New,1466.0,0,0,0,0,0,0,44
3309,flat,tulip monsella,sector 53,8.25,28004.0,3,4,3,8.0,Under Construction,2661.0,0,1,0,0,0,1,35
3310,flat,ireo victory valley,sector 67,4.75,13930.0,4,4,3+,0.0,Relatively New,3200.0,1,1,1,1,0,2,165
3311,flat,dlf royalton tower,sector 43,6.5,20687.0,4,4,3+,9.0,Moderately Old,2712.0,0,1,0,0,0,0,7
3312,flat,corona optus,sector 37c,1.27,7204.0,3,3,3,2.0,Relatively New,1581.0,1,0,0,0,1,0,49
3313,flat,m3m woodshire,sector 107,1.32,6331.0,3,3,3,10.0,Relatively New,1758.0,0,0,0,0,0,0,117
3314,flat,alpha corp gurgaonone,sector 84,2.28,8769.0,4,4,3+,8.0,Relatively New,2998.0,0,1,0,0,0,0,61
3315,flat,alpha corp gurgaonone,sector 84,1.15,7497.0,2,2,3,14.0,Relatively New,1394.0,1,0,0,0,0,0,28
3316,house,independent,sector 4,0.67,9795.0,3,3,2,2.0,Relatively New,76.0,0,0,0,0,1,0,7
3317,flat,emaar gurgaon greens,sector 102,1.45,8788.0,3,3,2,7.0,Relatively New,1493.0,0,1,0,0,0,0,169
3318,flat,la vida by tata housing,sector 113,1.32,10345.0,2,2,2,3.0,Relatively New,1199.0,0,0,0,0,0,0,49
3319,flat,breez global hill view,sohna road,0.35,5600.0,2,2,2,14.0,Relatively New,694.0,0,0,0,0,0,0,98
3320,flat,dlf the ultima,sector 81,2.3,14375.0,3,4,3+,18.0,Relatively New,1854.0,0,1,0,0,0,1,174
3321,flat,ambience creacions,sector 22,3.2,11498.0,3,4,3+,2.0,New Property,2517.0,0,0,0,0,0,0,42
3322,flat,gls arawali homes,sohna road,0.28,5983.0,2,2,2,3.0,Relatively New,520.0,0,0,0,0,0,0,42
3324,house,independent,sector 31,4.25,26235.0,5,5,3+,3.0,Moderately Old,1620.0,0,0,1,1,0,2,56
3325,flat,unitech uniworld gardens,sector 47,2.4,11505.0,3,4,3+,10.0,Moderately Old,1916.0,0,1,0,0,0,0,103
3326,flat,the close north,sector 50,2.51,11992.0,3,3,3,11.0,Moderately Old,2093.0,0,0,1,1,0,2,109
3328,flat,ireo skyon,sector 60,3.75,13393.0,4,5,3,15.0,Relatively New,2534.0,0,1,0,0,0,0,167
3330,flat,sare homes,sector 92,0.95,4750.0,4,3,2,17.0,New Property,1983.0,0,0,0,0,0,0,7
3331,flat,eldeco accolade,sohna road,0.95,6177.0,2,2,3+,8.0,Under Construction,1050.0,1,0,0,0,1,0,72
3332,flat,bestech park view residency,sector 2,1.51,7889.0,3,4,3+,8.0,Moderately Old,1738.0,0,1,0,0,0,0,92
3333,flat,bestech park view residency,sector 2,0.56,8550.0,1,1,2,7.0,Moderately Old,722.0,0,0,0,0,0,0,92
3336,flat,ats kocoon,sector 109,2.22,10597.0,3,4,3,14.0,Relatively New,1860.0,1,1,1,1,0,0,45
3337,house,independent,sector 25,4.31,31926.0,5,4,3,3.0,Old Property,1350.0,0,0,0,0,0,0,40
3338,house,independent,sector 12,0.38,4222.0,3,3,3,3.0,Relatively New,900.0,0,0,0,0,0,0,0
3339,flat,tulip ivory,sector 70,2.0,8333.0,4,5,3+,7.0,Moderately Old,2169.0,0,1,0,0,0,2,174
3341,flat,bhagwati sadan,sector 12,1.15,5500.0,3,4,2,2.0,Old Property,2000.0,0,1,0,0,1,0,0
3342,flat,emaar mgf emerald floors premier,sector 65,2.85,14430.0,4,4,3,2.0,Relatively New,1975.0,1,1,0,0,0,0,21
3343,house,emaar mgf marbella,sector 66,19.0,31667.0,5,6,3+,3.0,Relatively New,6667.0,0,1,1,1,0,2,110
3344,flat,ireo victory valley,sector 67,3.05,16267.0,3,4,2,35.0,Relatively New,2200.0,1,1,0,0,0,2,165
3345,flat,ss the leaf,sector 85,1.3,10484.0,2,2,3+,10.0,Relatively New,1491.0,0,0,1,0,0,0,148
3346,flat,ats triumph,sector 104,4.45,6846.0,4,5,3+,27.0,Relatively New,7222.0,0,0,0,0,0,0,110
3347,flat,tulip violet,sector 69,1.43,8888.0,3,3,2,1.0,Relatively New,1305.0,0,0,0,1,0,0,86
3348,flat,la vida by tata housing,sector 113,3.35,16750.0,3,4,3+,12.0,New Property,2200.0,1,1,0,0,0,0,174
3349,house,unitech espace,sector 50,7.35,41761.0,4,4,3+,3.0,Moderately Old,1760.0,0,1,0,1,0,2,52
3350,flat,ats tourmaline,sector 109,1.72,8000.0,3,4,3+,7.0,Relatively New,1797.0,0,1,0,0,0,0,167
3351,flat,signature global grand iva,sector 103,0.5,6250.0,2,2,2,10.0,Relatively New,698.0,0,0,0,0,0,0,8
3352,flat,m3m heights,sector 65,2.79,14170.0,3,3,3,26.0,New Property,1969.0,0,0,0,0,0,0,15
3353,flat,bajrang apartments,sector 6,0.38,4471.0,2,2,2,1.0,Moderately Old,944.0,0,0,0,0,0,0,0
3354,flat,adani m2k oyster grande,sector 102,1.8,9529.0,3,4,3,17.0,Relatively New,1710.0,0,1,0,0,0,0,49
3356,flat,eldeco accolade,sohna road,0.78,6171.0,2,2,2,3.0,Relatively New,1144.0,0,0,0,0,0,0,72
3357,flat,shapoorji pallonji joyville gurugram,sector 102,1.24,10206.0,2,2,2,10.0,Relatively New,1100.0,0,0,0,0,0,0,141
3358,flat,dlf the crest,sector 54,11.0,35223.0,4,6,3,7.0,Relatively New,2826.0,0,1,0,0,0,1,125
3359,flat,assotech blith,sector 99,1.15,6594.0,2,2,2,2.0,New Property,1235.0,0,0,0,0,1,2,72
3360,flat,signature global park,sohna road,0.72,5990.0,2,2,3,3.0,Relatively New,1095.0,0,0,0,1,0,0,158
3361,flat,ramprastha the atrium,sector 37d,1.0,7782.0,3,3,2,4.0,Relatively New,1163.0,0,0,0,0,0,0,13
3362,flat,tulip violet,sector 69,1.78,8856.0,4,4,2,10.0,Relatively New,1819.0,0,0,0,1,0,2,156
3363,flat,shree vardhman victoria,sector 70,1.8,9231.0,3,3,3+,10.0,New Property,1765.0,0,0,0,0,1,2,49
3364,flat,ambience creacions,sector 22,4.1,28101.0,3,3,3+,2.0,New Property,2069.0,0,0,0,0,0,1,119
3365,flat,shapoorji pallonji joyville gurugram,sector 102,1.95,17287.0,3,3,3,12.0,New Property,1465.0,0,0,1,0,0,0,72
3366,flat,rof ananda,sector 95,0.55,5500.0,3,2,2,14.0,New Property,866.0,1,0,0,0,0,1,30
3367,house,independent,sector 25,11.0,35530.0,5,5,3+,2.0,Relatively New,3096.0,1,1,1,1,0,0,29
3369,flat,la vida by tata housing,sector 113,2.78,10335.0,3,4,3+,5.0,Relatively New,2350.0,0,1,0,0,0,0,174
3370,flat,ansal api celebrity suites,sector 2,0.6,8163.0,1,1,1,5.0,Moderately Old,665.0,0,0,0,0,0,2,88
3371,flat,umang monsoon breeze,sector 78,1.1,5055.0,3,3,3+,9.0,Old Property,2176.0,0,1,0,0,0,0,80
3373,flat,sare green parc 2,sector 92,0.61,4837.0,3,2,2,6.0,Under Construction,1141.0,0,0,0,0,1,0,0
3374,flat,signature global park 4,sector 36,0.72,6429.0,3,2,3,2.0,Under Construction,1244.0,0,0,0,0,0,0,0
3375,house,international city by sobha phase 2,sector 109,11.3,25111.0,7,5,3+,4.0,Relatively New,4500.0,1,1,0,1,1,0,49
3376,flat,smart world orchard,sector 61,2.5,16139.0,3,3,1,1.0,Under Construction,1549.0,0,0,0,0,0,0,61
3377,flat,emaar mgf palm terraces,sector 66,4.5,10598.0,5,5,3+,11.0,New Property,3321.0,0,1,0,0,0,0,105
3379,house,independent,sector 57,7.25,26852.0,9,9,3+,2.0,New Property,2700.0,0,1,0,1,1,2,49
3380,flat,vatika city,sector 49,1.69,8622.0,3,3,3,3.0,Moderately Old,2178.0,0,0,0,1,0,0,136
3381,house,housing board colony,sector 28,2.1,23333.0,2,8,3+,4.0,Moderately Old,900.0,0,0,0,0,1,2,38
3382,flat,bestech park view ananda,sector 81,0.95,10626.0,2,2,2,2.0,Relatively New,1112.0,0,0,0,0,0,2,104
3383,house,independent,sector 50,12.5,40611.0,6,5,3,4.0,Moderately Old,3078.0,1,1,0,1,0,2,23
3384,flat,m3m soulitude,sector 89,1.25,8784.0,3,3,0,4.0,New Property,1423.0,0,0,0,0,0,0,61
3385,flat,.,gwal pahari,7.0,10999.0,4,4,3+,6.0,Relatively New,5430.0,0,1,0,0,0,0,52
3386,flat,sare crescent parc royal greens phase 1,sector 92,0.75,4325.0,4,4,3+,3.0,Relatively New,1734.0,0,0,0,0,0,0,93
3387,flat,mapsko casa bella,sector 82,1.38,5444.0,4,5,3+,20.0,Relatively New,2294.0,0,1,0,0,0,0,79
3388,flat,emaar mgf emerald floors premier,sector 65,2.65,16061.0,3,3,3,5.0,Relatively New,1650.0,1,1,0,0,0,0,37
3389,flat,umang monsoon breeze,sector 78,1.2,6494.0,3,3,2,8.0,Moderately Old,2045.0,0,0,0,1,0,1,8
3390,flat,unitech vistas,sector 70,0.53,4801.0,2,2,2,9.0,Under Construction,991.0,0,0,0,0,1,0,24
3391,flat,sunischit apartments,sector 54,1.75,7955.0,3,3,3+,6.0,Moderately Old,2100.0,0,1,0,0,0,2,126
3392,flat,ardee city,sector 52,1.55,7381.0,4,4,3,1.0,Moderately Old,2100.0,0,0,0,0,0,0,0
3393,flat,la vida by tata housing,sector 113,3.0,14286.0,3,3,3+,3.0,Relatively New,2460.0,0,1,0,0,0,0,167
3394,flat,m3m ikonic,sector 68,1.78,9128.0,3,3,3+,27.0,Relatively New,1845.0,0,0,0,0,0,2,126
3395,flat,sare crescent parc,sector 92,0.65,4597.0,3,3,3,3.0,Moderately Old,1571.0,0,0,0,0,0,0,44
3396,flat,tulip monsella,sector 53,6.02,20816.0,3,3,3,29.0,Under Construction,2892.0,0,0,0,0,0,0,68
3397,house,huda housing board colony,sector 31,4.6,31507.0,2,4,3+,3.0,Old Property,1460.0,0,0,0,0,1,0,8
3398,flat,mapsko mount ville,sector 79,1.1,12731.0,3,3,3,22.0,Relatively New,1154.0,1,0,0,1,0,0,135
3399,flat,godrej habitat,sector 3,1.25,8657.0,2,2,3,14.0,Under Construction,1161.0,0,0,0,0,0,0,36
3400,flat,pyramid urban,sector 67a,0.62,11855.0,2,2,2,2.0,Relatively New,581.0,0,0,0,0,0,0,64
3401,flat,parsvnath exotica,sector 53,5.0,17271.0,3,4,3+,8.0,Relatively New,2500.0,0,1,0,1,1,2,49
3402,house,independent,sector 24,3.5,32407.0,2,4,3,3.0,Old Property,1080.0,0,0,0,0,0,0,15
3403,house,independent,sector 4,0.6,11696.0,3,3,1,2.0,Old Property,57.0,0,0,0,0,1,0,0
3404,flat,ss the leaf,sector 85,1.98,8257.0,3,4,3,12.0,Relatively New,2399.0,0,0,1,0,0,0,174
3405,flat,pareena coban residences,sector 99a,1.05,6774.0,2,2,3,2.0,Relatively New,1390.0,1,0,0,0,0,0,49
3406,flat,the close north,sector 50,2.65,11277.0,3,3,3+,3.0,Moderately Old,2491.0,0,1,0,0,0,0,174
3407,house,independent,sector 5,3.5,14787.0,5,4,2,2.0,Old Property,2367.0,0,0,0,1,1,0,36
3408,house,independent,sector 26,16.0,35556.0,5,6,3,2.0,Old Property,4500.0,0,0,0,0,0,0,0
3409,house,vipul tatvam villa,sector 48,6.4,24691.0,3,4,3,2.0,Relatively New,2592.0,1,1,1,0,0,2,148
3410,house,independent,sector 105,1.2,13333.0,4,4,1,2.0,Moderately Old,900.0,0,0,0,0,1,0,14
3412,flat,whiteland  the aspen,sector 76,3.5,11917.0,3,4,3,8.0,Under Construction,2937.0,0,0,0,0,0,0,0
3413,house,independent,sector 25,6.5,36111.0,4,4,3+,2.0,Moderately Old,1800.0,1,1,1,1,0,0,61
3414,flat,m3m woodshire,sector 107,0.9,5867.0,2,2,3,8.0,Relatively New,1281.0,1,0,0,0,0,2,74
3415,flat,kibithu villas,sector 48,3.45,12778.0,4,4,3+,2.0,Moderately Old,3000.0,0,0,0,0,0,0,0
3416,flat,prime habitat,sector 99a,0.32,4658.0,2,2,1,7.0,Relatively New,601.0,0,0,0,0,0,0,44
3417,flat,tulip violet,sector 69,1.36,8843.0,3,3,1,12.0,Relatively New,1392.0,0,0,0,1,0,0,86
3418,flat,hero homes,sector 104,1.4,15819.0,3,2,2,4.0,Under Construction,1120.0,0,0,0,0,0,0,49
3419,flat,dlf regal gardens,sector 90,1.24,7066.0,3,3,3+,9.0,Relatively New,1600.0,0,0,0,0,1,0,72
3420,flat,pyramid urban homes 2,sector 86,0.5,8319.0,2,2,1,2.0,Relatively New,668.0,0,0,0,0,0,0,35
3421,flat,dlf regal gardens,sector 90,1.65,7449.0,4,4,3+,15.0,Relatively New,2214.0,0,0,0,0,0,0,158
3422,flat,trisara our homes 3,sohna road,0.34,5405.0,2,2,1,0.0,New Property,699.0,0,0,0,0,0,0,0
3423,flat,ats triumph,sector 104,2.62,8317.0,4,4,3+,14.0,Relatively New,2851.0,0,1,0,0,0,0,174
